species_indonesia,species_english,species_scientific,search_keywords,min_images,prioritas,fish_group,habitat_type,ornamental_type,local_names
Siput terbang,spanish danser nudibranch,Hexabranchus sanguineus,Siput terbang; spanish danser nudibranch; Hexabranchus sanguineus; spanish danser nudibranch fish,50,LOW,Siput,LAUT,NON HIAS,
Siput ternate,sea snail,Brunneifusus ternatanus,Siput ternate; sea snail; Brunneifusus ternatanus; sea snail fish,50,LOW,Siput,"LAUT, PAYAU",NON HIAS,
Siput timun laut putih totol hitam,polka-dot nudibranch,Jorunna funebris,Siput timun laut putih totol hitam; polka-dot nudibranch; Jorunna funebris; polka-dot nudibranch fish,50,LOW,Siput,LAUT,HIAS,
Swangi batu,red soldier-fish; port praslin squirrelfish; brownspot squirrelfish; darkstriped squirrelfish; dark-striped squirrelfish,Sargocentron praslin,Swangi batu; red soldier-fish; port praslin squirrelfish; brownspot squirrelfish; darkstriped squirrelfish; dark-striped squirrelfish; Sargocentron praslin,50,LOW,Swanggi,LAUT,NON HIAS,brajanata strip coklat; ungang; merek batu; rengginan
Swanggi,moontail bullseye,Priacanthus hamrur,Swanggi; moontail bullseye; Priacanthus hamrur; moontail bullseye fish,50,LOW,Swanggi,LAUT,NON HIAS,serindang; saga bini; gondang; beseng; cemawul
Susur bundar,top shells,Rochia nilotica,Susur bundar; top shells; Rochia nilotica; top shells fish,50,LOW,Kerang,"LAUT, PAYAU, TAWAR",NON HIAS,susu bundar
Sumpit,archerfish,Toxotes chatareus,Sumpit; archerfish; Toxotes chatareus,50,LOW,Sumpit,"PAYAU, TAWAR",HIAS,
Straightstick pipefish,straightstick pipefish,Trachyrhamphus longirostris,Straightstick pipefish; straightstick pipefish; Trachyrhamphus longirostris,50,LOW,Pipefish,LAUT,NON HIAS,
Starry toado,starry toado,Arothron firmamentum,Starry toado; starry toado; Arothron firmamentum; starry toado fish,50,LOW,Buntal,LAUT,NON HIAS,
Spotfin frogfish,spotfin frogfish,Antennatus nummifer,Spotfin frogfish; spotfin frogfish; Antennatus nummifer,50,LOW,Ikan kodok,LAUT,HIAS,
Spons acanthella cavernosa,acanthella cavernosa sponge,Acanthella cavernosa,Spons acanthella cavernosa; acanthella cavernosa sponge; Acanthella cavernosa; acanthella cavernosa sponge fish,50,LOW,Spons,"LAUT, PAYAU, TAWAR",NON HIAS,
Spiral melongena,spiral melongena,Pugilina cochlidium,Spiral melongena; spiral melongena; Pugilina cochlidium; spiral melongena fish,50,LOW,Siput,"LAUT, PAYAU, TAWAR",NON HIAS,
Spinosum,red seaweed spinosum,Euchema denticulatum,Spinosum; red seaweed spinosum; Euchema denticulatum; red seaweed spinosum fish,50,LOW,Rumput laut,"LAUT, PAYAU",NON HIAS,sacol
Sidat jenggot kambing,goatsbeard brotula,Brotula multibarbata,Sidat jenggot kambing; goatsbeard brotula; Brotula multibarbata; goatsbeard brotula fish,50,LOW,Sidat,"LAUT, PAYAU, TAWAR",NON HIAS,sidat (jawa); masapi (sulsel)
Spined pipefish,spined pipefish,Phoxocampus diacanthus,Spined pipefish; spined pipefish; Phoxocampus diacanthus,50,LOW,Pipefish,LAUT,NON HIAS,
Sokang,snubnose pompano,Trachinotus blochii,Sokang; snubnose pompano; Trachinotus blochii; snubnose pompano fish,50,LOW,Bawal,LAUT,NON HIAS,barung
Snails orangemouth olive,common wentletrap,Oliva miniacea,Snails orangemouth olive; common wentletrap; Oliva miniacea; common wentletrap fish,50,LOW,Siput,LAUT,HIAS,
Snail yellow horn,horned zebra nerite snail; yellow horn snail,Clithon corona,Snail yellow horn; horned zebra nerite snail; yellow horn snail; Clithon corona; horned zebra nerite snail; yellow horn snail fish,50,LOW,Siput,TAWAR,HIAS,
Snail turreted nerite,tiger nerite snail,Nerita turrita,Snail turreted nerite; tiger nerite snail; Nerita turrita; tiger nerite snail fish,50,LOW,Siput,"PAYAU, TAWAR",HIAS,
Snail red spoted,red spoted snail,Clithon diadema,Snail red spoted; red spoted snail; Clithon diadema; red spoted snail fish,50,LOW,Siput,"PAYAU, TAWAR",HIAS,
Snail,snail,Cymbiola swainson,Snail; snail; Cymbiola swainson; snail fish,50,LOW,Siput,LAUT,NON HIAS,
Sliding,oualan sweeper; silver sweeper; sweeper; cave sweeper; bronze sweeper; copper sweeper,Pempheris oualensis,Sliding; oualan sweeper; silver sweeper; sweeper; cave sweeper; bronze sweeper; copper sweeper; Pempheris oualensis; oualan sweeper; silver sweeper; sweeper; cave sweeper; bronze sweeper; copper sweeper fish,50,LOW,Sweeper,LAUT,HIAS,geudebang; beseh boe; boe pote; madamada
Slengseng,blue mackerel,Scomber australasicus,Slengseng; blue mackerel; Scomber australasicus; blue mackerel fish,50,LOW,Mackerel,LAUT,NON HIAS,slengseng; bronjong
Siro,spotted sardinella,Amblygaster sirm,Siro; spotted sardinella; Amblygaster sirm; spotted sardinella fish,50,LOW,Sarden,LAUT,NON HIAS,lemuru; siro; tengkurung; sebulak; lengguru; sibula; teros; sardin; sembula; sembula; ciro; lengoro; lenguru; sabola; siburu; tandjan; tembah mancoh; tengkurung; teros; tjiro; siro; betelalaki olo; sardin; sibula
Siput unam,black-spined murex,Murex ternispina,Siput unam; black-spined murex; Murex ternispina; black-spined murex fish,50,LOW,Siput,LAUT,NON HIAS,
Sotong,pharaoh cuttlefish,Pharaoh cuttlefish,Sotong; pharaoh cuttlefish; Pharaoh cuttlefish,50,LOW,Sotong,"LAUT, PAYAU",NON HIAS,sotong
Sidat coklat,japanese eel; brown eel,Anguilla japonica,Sidat coklat; japanese eel; brown eel; Anguilla japonica; japanese eel; brown eel fish,50,LOW,Belut,"LAUT, PAYAU, TAWAR",NON HIAS,sidat coklat
Sidat,pike conger,Muraenesox sp.,Sidat; pike conger; Muraenesox sp.; pike conger fish,50,LOW,Sidat,LAUT,NON HIAS,sidat
Shortnose pipefish,shortnose pipefish,Micrognathus andersonii,Shortnose pipefish; shortnose pipefish; Micrognathus andersonii,50,LOW,Pipefish,LAUT,NON HIAS,
Selar pilot,pilotfish,Naucrates ductor,Selar pilot; pilotfish; Naucrates ductor,50,LOW,Selar,LAUT,NON HIAS,
Selar mulut putih,whitemouth jack,Uraspis uraspis,Selar mulut putih; whitemouth jack; Uraspis uraspis; whitemouth jack fish,50,LOW,Selar,LAUT,NON HIAS,selar kuning
Selar malam,brown backed trevally,Carangoides praeustus,Selar malam; brown backed trevally; Carangoides praeustus; brown backed trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,sedar malam
Selar kuning,yellowstripe scad,Selaroides leptolepis,Selar kuning; yellowstripe scad; Selaroides leptolepis; yellowstripe scad fish,50,LOW,Selar,"LAUT, PAYAU",NON HIAS,gontu; aela [ambon]; gontu; buambuan; bau-bau; bui-bui; bole-bole; torule; tola; bua rao; plae; apasi; palaemau
Selar kue,herring scad,Alepes vari,Selar kue; herring scad; Alepes vari; herring scad fish,50,LOW,Layang,"LAUT, PAYAU",NON HIAS,
Selar kokok,hardtail scad [trevally]; torpedo scad [trevally]; trevally; finny scad; ghair boey,Megalaspis cordyla,Selar kokok; hardtail scad [trevally]; torpedo scad [trevally]; trevally; finny scad; ghair boey; Megalaspis cordyla; hardtail scad [trevally]; torpedo scad [trevally]; trevally; finny scad; ghair boey fish,50,LOW,Kuwe,"LAUT, PAYAU",NON HIAS,tetengkek; panga; cengkurungan; tangarongan; tangkorongan; ikan kembang; sarisi; kuli; aloan; geser; taruri; cincaru; besi hangat; caru; celek; cencaru; gelenggu; geronggong; gerongong; jarajaru; jaru-jaru; keras ekor; kerongan; kobal-kobal; papakan; sedai-sedai; selikur; tegal; tegap; tentenkel; tetengkek
Selar hijau,yellowtail scad,Atule mate,Selar hijau; yellowtail scad; Atule mate; yellowtail scad fish,50,LOW,Kuwe,LAUT,NON HIAS,selar ijo; selar como; simba bungku; nyubboh bubuloh
Selar bulat,shrimp scad,Alepes djedaba,Selar bulat; shrimp scad; Alepes djedaba; shrimp scad fish,50,LOW,Layang,"LAUT, PAYAU",NON HIAS,selar komo
Selar bentong,bigeye scad,Selar crumenophthalmus,Selar bentong; bigeye scad; Selar crumenophthalmus; bigeye scad fish,50,LOW,Selar,"LAUT, PAYAU",NON HIAS,bentong; turo; laun bora; selar tude; tombo batu; katombo batu; tondih; kadombe; gentong; bengbeng; bub-bun; oci; kalawalinya; kakekuwang; kalawalinya palala; totombo batu; layah; ruma-ruma
Selar,oxeye scad,Selar boops,Selar; oxeye scad; Selar boops; oxeye scad fish,50,LOW,Selar,"LAUT, PAYAU",NON HIAS,angora; selar
Selar ubur-ubur,blackfin crevalle,Alepes melanoptera,Selar ubur-ubur; blackfin crevalle; Alepes melanoptera; blackfin crevalle fish,50,LOW,Layang,"LAUT, PAYAU",NON HIAS,
Selanget,chacunda gizzard shad,Anodontostoma chacunda,Selanget; chacunda gizzard shad; Anodontostoma chacunda; chacunda gizzard shad fish,50,LOW,Sarden,LAUT,NON HIAS,belo; blekutak; cepak; lakar; slamat; langkat; trubala; berengit; madura; gamasi; kuasi; sawela; ramalane; ponosi; belo; blekutak; cepak; lakar; slamat; langkat; trubala; berengit; madura; gamasi; kuasi; sawela; ramalane; ponosi
Sebelah mata kiri,largetooth flounder,Pseudorhombus arsius,Sebelah mata kiri; largetooth flounder; Pseudorhombus arsius; largetooth flounder fish,50,LOW,Sebelah,LAUT,NON HIAS,ikan sebelah
Sebelah mata kanan,coloured righteye flounder,Poecilopsetta colorata,Sebelah mata kanan; coloured righteye flounder; Poecilopsetta colorata; coloured righteye flounder fish,50,LOW,Sebelah,LAUT,NON HIAS,ikan sebelah
Sebelah jepang,bastard halibut,Paralichthys olivaceus,Sebelah jepang; bastard halibut; Paralichthys olivaceus; bastard halibut fish,50,LOW,Sebelah,LAUT,NON HIAS,
Sebelah bundar,leopard flounder,Bothus pantherinus,Sebelah bundar; leopard flounder; Bothus pantherinus; leopard flounder fish,50,LOW,Sebelah,LAUT,NON HIAS,
Sebelah,large-crested lefteye flounder,Arnoglossus macrolophus,Sebelah; large-crested lefteye flounder; Arnoglossus macrolophus; large-crested lefteye flounder fish,50,LOW,Sebelah,LAUT,NON HIAS,lidah
Sculptured pipefish,sculptured pipefish,Choeroichthys sculptus,Sculptured pipefish; sculptured pipefish; Choeroichthys sculptus,50,LOW,Pipefish,LAUT,NON HIAS,
Schultz's pipefish,schultz's pipefish,Corythoichthys schultzi,Schultz's pipefish; schultz's pipefish; Corythoichthys schultzi,50,LOW,Pipefish,LAUT,NON HIAS,
Sarden jepang,japanese sardinella,Sardinella zunasi,Sarden jepang; japanese sardinella; Sardinella zunasi; japanese sardinella fish,50,LOW,Sarden,"LAUT, PAYAU",NON HIAS,
Sarden european pilchard,european pilchard,Sardina pilchardus,Sarden european pilchard; european pilchard; Sardina pilchardus; european pilchard fish,50,LOW,Sarden,"LAUT, PAYAU",NON HIAS,
Sarden,dorab wolf-herring,Chirocentru dorab,Sarden; dorab wolf-herring; Chirocentru dorab; dorab wolf-herring fish,50,LOW,Sarden,LAUT,NON HIAS,blidang; golok-golok; balebale; parang-parang; golok-golok; parang-parang
Sebelah samegarei,roughscale sole,Clidoderma asperrimum,Sebelah samegarei; roughscale sole; Clidoderma asperrimum; roughscale sole fish,50,LOW,Sebelah,LAUT,NON HIAS,
Sapu-sapu synodontis,synodontis brichardi,Synodontis brichardi,Sapu-sapu synodontis; synodontis brichardi; Synodontis brichardi; synodontis brichardi fish,50,LOW,Sapu-sapu,TAWAR,HIAS,
Seleh,indo pasific tarpon,Megalops cyprinoides,Seleh; indo pasific tarpon; Megalops cyprinoides; indo pasific tarpon fish,50,LOW,Bulan-bulan,"LAUT, PAYAU, TAWAR",NON HIAS,haropas; ikan bulan (aceh)
Semadar,streaked spinefoot,Siganus javus,Semadar; streaked spinefoot; Siganus javus; streaked spinefoot fish,50,LOW,Baronang,"LAUT, PAYAU",NON HIAS,benaeng; beronang tulis (tarakan); burong; ekor kuning; kea-kea; samadar cecet; samadar palsu
Shortnose gar,shortnose gar,Lepisosteus platostomus,Shortnose gar; shortnose gar; Lepisosteus platostomus; shortnose gar fish,50,LOW,Aligator,TAWAR,HIAS,
Short-bodied pipefish,short-bodied pipefish,Choeroichthys brachysoma,Short-bodied pipefish; short-bodied pipefish; Choeroichthys brachysoma,50,LOW,Pipefish,LAUT,NON HIAS,
Shark,night shark,Carcharhinus signatus,Shark; night shark; Carcharhinus signatus; night shark fish,50,LOW,Hiu,LAUT,NON HIAS,
Setuhuk loreng,striped marlin,Kajikia audax,Setuhuk loreng; striped marlin; Kajikia audax; striped marlin fish,50,LOW,Marlin,LAUT,NON HIAS,setuhuk loreng
Setuhuk hitam,black marlin,Makaira indica,Setuhuk hitam; black marlin; Makaira indica; black marlin fish,50,LOW,Marlin,LAUT,NON HIAS,marlin putih;tumbuk;jangilus
Setuhuk biru,indo-pacific blue marlin,Makaira nigricans,Setuhuk biru; indo-pacific blue marlin; Makaira nigricans; indo-pacific blue marlin fish,50,LOW,Marlin,LAUT,NON HIAS,marlin hitam;tumbuk;jangilus
Serinding tembakau,red bigeye,Priacanthus macracanthus,Serinding tembakau; red bigeye; Priacanthus macracanthus; red bigeye fish,50,LOW,Serinding,LAUT,NON HIAS,serinding
Serinding,orangelined cardinalfish,Taeniamia fucata,Serinding; orangelined cardinalfish; Taeniamia fucata,50,LOW,Serinding,LAUT,NON HIAS,tembang podol; sadap karang; serinding
Sepatung,mud perches,Pristolepis fasciata,Sepatung; mud perches; Pristolepis fasciata; mud perches fish,50,LOW,Sepat,TAWAR,NON HIAS,tempe; sepatung
Sepat siam,snakeskin gourami,Trichopodus pectoralis,Sepat siam; snakeskin gourami; Trichopodus pectoralis; snakeskin gourami fish,50,LOW,Sepat,TAWAR,"HIAS, NON HIAS",
Selendang mayang,ocellated snakehead,Channa pleurophthalma,Selendang mayang; ocellated snakehead; Channa pleurophthalma; ocellated snakehead fish,50,LOW,Gabus,TAWAR,"HIAS, NON HIAS",kerandang (kalimantan); serandang (sumsel)
Sepat rawa,three spot gourami,Trichopodus trichopterus,Sepat rawa; three spot gourami; Trichopodus trichopterus; three spot gourami fish,50,LOW,Sepat,TAWAR,"HIAS, NON HIAS",sepat jawa; sepat merah mato; sepat jawa; sepat merah mato
Senckenberg rainbowfish,senckenberg rainbowfish,Melanotaenia senckenbergianus,Senckenberg rainbowfish; senckenberg rainbowfish; Melanotaenia senckenbergianus,50,LOW,Rainbow,TAWAR,HIAS,pelagi senckenberg (kep. aru; maluku)
Senangin yellowthread,yellowthread threadfin,Filimanus xanthonema,Senangin yellowthread; yellowthread threadfin; Filimanus xanthonema; yellowthread threadfin fish,50,LOW,Senangin,LAUT,NON HIAS,
Senangin striped,striped threadfin,Polydactylus plebius,Senangin striped; striped threadfin; Polydactylus plebius; striped threadfin fish,50,LOW,Senangin,"LAUT, PAYAU, TAWAR",NON HIAS,kuro; tapasan; sumbal; manangi; mamangi
Senangin splendid,splendid threadfin,Filimanus perplexa,Senangin splendid; splendid threadfin; Filimanus perplexa; splendid threadfin fish,50,LOW,Senangin,LAUT,NON HIAS,
Senangin anthias,threadfin anthias,Nemanthias carberryi,Senangin anthias; threadfin anthias; Nemanthias carberryi; threadfin anthias fish,50,LOW,Senangin,LAUT,HIAS,
Senangin,fourfinger threadfin,Eleutheronema tetradactylum,Senangin; fourfinger threadfin; Eleutheronema tetradactylum; fourfinger threadfin fish,50,LOW,Senangin,LAUT,NON HIAS,senangin; kuro (riau); kurau; kesumbang
Sembilang,canine catfish eet,Plotosus canius,Sembilang; canine catfish eet; Plotosus canius,50,LOW,Sembilang,LAUT,NON HIAS,sembilang betul; oteh-oteh; tinggang; sanelang; kajitu; kakaintu; eru-eru
Semar,moon fish; opah,Lampris guttatus,Semar; moon fish; opah; Lampris guttatus,50,LOW,Opah,LAUT,NON HIAS,opah
Semampar,bigfin reef squid,Sepioteuthis lessoniana,Semampar; bigfin reef squid; Sepioteuthis lessoniana; bigfin reef squid fish,50,LOW,Cumi-cumi,"LAUT, PAYAU",NON HIAS,
Semah,semah mahseer,Tor douronensis,Semah; semah mahseer; Tor douronensis; semah mahseer fish,50,LOW,Semah,TAWAR,NON HIAS,kancera; semah; garing
Sepat mutiara,pearl gourami,Trichopodus leeri,Sepat mutiara; pearl gourami; Trichopodus leeri; pearl gourami fish,50,LOW,Sepat,TAWAR,"HIAS, NON HIAS",
Lidah jaring,network sole,Achirus scutum,Lidah jaring; network sole; Achirus scutum; network sole fish,50,LOW,Sebelah,LAUT,NON HIAS,
Kima raksasa,great clams;great clams,Tridacna gigas,Kima raksasa; great clams;great clams; Tridacna gigas; great clams;great clams fish,50,LOW,Kerang,"LAUT, PAYAU",HIAS,
Lidah,roughscale tonguesole,Cynoglossus lida,Lidah; roughscale tonguesole; Cynoglossus lida; roughscale tonguesole fish,50,LOW,Sebelah,LAUT,NON HIAS,lidah
Capungan banggai,banggai cardinal fish,Pterapogon kauderni,Capungan banggai; banggai cardinal fish; Pterapogon kauderni,50,LOW,Capungan,LAUT,HIAS,capungan
Capungan ambon,banggai cardinal fish,Pterapogon kauderni,Capungan ambon; banggai cardinal fish; Pterapogon kauderni,50,LOW,Capungan,LAUT,HIAS,capungan
Capungan,mouth almighty,Glossamia aprion,Capungan; mouth almighty; Glossamia aprion; mouth almighty fish,50,LOW,Capungan,TAWAR,HIAS,
Capelin,shishamo,Spirinchus lanceolatus,Capelin; shishamo; Spirinchus lanceolatus; shishamo fish,50,LOW,Capelin,"LAUT, PAYAU, TAWAR",NON HIAS,
Cancang,white sardine,Escualosa thoracata,Cancang; white sardine; Escualosa thoracata; white sardine fish,50,LOW,Slengseng,"LAUT, PAYAU, TAWAR",NON HIAS,jegor; pangkah; penkah; tembang putih
Cakalang,skipjack tuna,Katsuwonus pelamis,Cakalang; skipjack tuna; Katsuwonus pelamis; skipjack tuna fish,50,LOW,Cakalang,LAUT,NON HIAS,wandan; tongkol krai; buambu clorengan; japak; kausa; sowone; cakaleng; buju; buanbee; corengan; japal; cahalang dolangan; hetung; ame-ame; bakulan; balang; tjakalong; turingah; wandan
Cacing pasir coklat,golden brown tube worm,Bispira trisyclia,Cacing pasir coklat; golden brown tube worm; Bispira trisyclia; golden brown tube worm fish,50,LOW,Cacing,"LAUT, PAYAU, TAWAR",NON HIAS,
Cacing,golden eel loach,Pangio doriae,Cacing; golden eel loach; Pangio doriae; golden eel loach fish,50,LOW,Tali tali,TAWAR,HIAS,cacing (kalimantan); tali tali
Celebes medaka,celebes rice fish/javanese rice fish,Oryzias celebensis,Celebes medaka; celebes rice fish/javanese rice fish; Oryzias celebensis,50,LOW,Bilis,TAWAR,HIAS,medaka (sulawesi)
Butini hitam,black buntingi,Oryzias nigrimas,Butini hitam; black buntingi; Oryzias nigrimas; black buntingi fish,50,LOW,Butini,TAWAR,"HIAS, NON HIAS",butini (poso)
Buntet,sharptail sunfish,Masturus lanceolatus,Buntet; sharptail sunfish; Masturus lanceolatus,50,LOW,Rainbow,"LAUT, PAYAU, TAWAR",NON HIAS,mola
Buntal twin spot,twin spot pufferfishes,Pao leiurus,Buntal twin spot; twin spot pufferfishes; Pao leiurus,50,LOW,Buntal,"PAYAU, TAWAR",HIAS,
Buntal shortnose,shortnose boxfish,Rhynchostracion nasus,Buntal shortnose; shortnose boxfish; Rhynchostracion nasus,50,LOW,Buntal,LAUT,HIAS,kudu-kudu
Buntal saba,giant spotted puffer; saba puffer,Dichotomyctere sabahensis,Buntal saba; giant spotted puffer; saba puffer; Dichotomyctere sabahensis; giant spotted puffer; saba puffer fish,50,LOW,Buntal,TAWAR,HIAS,buntal tutul; buntal saba (kalimantan)
Buntal pelagic,pelagic porcupinefish,Diodon eydouxii,Buntal pelagic; pelagic porcupinefish; Diodon eydouxii,50,LOW,Buntal,LAUT,NON HIAS,buntek
Buntal pecos,pecos pupfish,Cyprinodon pecosensis,Buntal pecos; pecos pupfish; Cyprinodon pecosensis,50,LOW,Killi,TAWAR,NON HIAS,
Buntal mosaic,ocellated pufferfish,Tetraodon cutcutia,Buntal mosaic; ocellated pufferfish; Tetraodon cutcutia,50,LOW,Buntal,"LAUT, PAYAU",HIAS,buntal
Buntal mas,greenbottle pufferfish,Auriglobus nefastus,Buntal mas; greenbottle pufferfish; Auriglobus nefastus,50,LOW,Buntal,TAWAR,HIAS,
Butana,elongate surgeonfish,Acanthurus mata,Butana; elongate surgeonfish; Acanthurus mata,50,LOW,Botana,LAUT,NON HIAS,infar (biak)
Buntal leopard,leopard sharpnose puffer,Canthigaster leoparda,Buntal leopard; leopard sharpnose puffer; Canthigaster leoparda; leopard sharpnose puffer fish,50,LOW,Buntal,LAUT,NON HIAS,
Celebes threadfin bream,celebes threadfin bream,Nemipterus celebicus,Celebes threadfin bream; celebes threadfin bream; Nemipterus celebicus; celebes threadfin bream fish,50,LOW,Kurisi,LAUT,NON HIAS,cuih; koli; kurisi; lankiaba
Characin swordtail,swordtail characin,Corynopoma riisei,Characin swordtail; swordtail characin; Corynopoma riisei; swordtail characin fish,50,LOW,Tetra,TAWAR,HIAS,
Cumi semampar,bigfin reef squid,Sepioteuthis lessoniana,Cumi semampar; bigfin reef squid; Sepioteuthis lessoniana; bigfin reef squid fish,50,LOW,Cumi-cumi,"LAUT, PAYAU",NON HIAS,
Cumi samudera hindia,indian squid,Uroteuthis duvaucelii,Cumi samudera hindia; indian squid; Uroteuthis duvaucelii; indian squid fish,50,LOW,Cumi-cumi,"LAUT, PAYAU",NON HIAS,cumi-cumi jawak
Cumi india,indian squid,Uroteuthis duvaucelii,Cumi india; indian squid; Uroteuthis duvaucelii; indian squid fish,50,LOW,Cumi-cumi,"LAUT, PAYAU",NON HIAS,cumi-cumi jawak
Cumi cumi,swordtip squid,Uroteuthis edulis,Cumi cumi; swordtip squid; Uroteuthis edulis; swordtip squid fish,50,LOW,Cumi-cumi,"LAUT, PAYAU",NON HIAS,
Cuih,notchedfin threadfin bream,Nemipterus peronii,Cuih; notchedfin threadfin bream; Nemipterus peronii; notchedfin threadfin bream fish,50,LOW,Kurisi,LAUT,NON HIAS,
Cucut lanjam,creek whaler,Carcharhinus fitzroyensis,Cucut lanjam; creek whaler; Carcharhinus fitzroyensis; creek whaler fish,50,LOW,Hiu,LAUT,NON HIAS,hiu lanjam cilacap
Cory,catfish,Corydoras osteocarus,Cory; catfish; Corydoras osteocarus,50,LOW,Lele,TAWAR,"HIAS, NON HIAS",
Corrugated pipefish,corrugated pipefish,Bhanotia fasciolata,Corrugated pipefish; corrugated pipefish; Bhanotia fasciolata,50,LOW,Pipefish,LAUT,NON HIAS,
Cendro,hound needlefish,Tylosurus crocodilus,Cendro; hound needlefish; Tylosurus crocodilus,50,LOW,Cendro,LAUT,NON HIAS,kacangan
Conch trapezium horse,trapezium horse conch,Pleuroplaca trapezium,Conch trapezium horse; trapezium horse conch; Pleuroplaca trapezium; trapezium horse conch fish,50,LOW,Siput,"LAUT, PAYAU, TAWAR",HIAS,
Common paper nautilus,greater argonaut,Argonauta argo,Common paper nautilus; greater argonaut; Argonauta argo; greater argonaut fish,50,LOW,Gurita,"LAUT, PAYAU",NON HIAS,
Cochinchinensis puffer,pao cochinchinensis,Pao cochinchinensis,Cochinchinensis puffer; pao cochinchinensis; Pao cochinchinensis; pao cochinchinensis fish,50,LOW,Buntal,TAWAR,HIAS,
Cobia,black kingfish,Rachycentron canadum,Cobia; black kingfish; Rachycentron canadum,50,LOW,Cobia,"LAUT, PAYAU",NON HIAS,cobia
Clown featherback,clown featherback,Chitala ornata,Clown featherback; clown featherback; Chitala ornata; clown featherback fish,50,LOW,Belida,TAWAR,HIAS,
Clearfin squirrelfish,clearfin squirrelfish,Neoniphon argenteus,Clearfin squirrelfish; clearfin squirrelfish; Neoniphon argenteus,50,LOW,Squirrelfish,LAUT,NON HIAS,
Cipa-cipa,cleftbelly trevally,Atropus atropos,Cipa-cipa; cleftbelly trevally; Atropus atropos; cleftbelly trevally fish,50,LOW,Kuwe,LAUT,NON HIAS,damong; gayaman; jamong; putihan
Chinese perch,chinese perch; mandarin fish,Siniperca chuatsi,Chinese perch; chinese perch; mandarin fish; Siniperca chuatsi,50,LOW,Mandarin,TAWAR,HIAS,
Characin tiger,tiger characin,Hydrolycus armatus,Characin tiger; tiger characin; Hydrolycus armatus; tiger characin fish,50,LOW,Tigerfish,TAWAR,NON HIAS,
Conch silver,silver conch,Lentigo lentiginosus,Conch silver; silver conch; Lentigo lentiginosus; silver conch fish,50,LOW,Siput,"LAUT, PAYAU, TAWAR",HIAS,
Cumi-cumi,inshore squid; mitre squid; calmar mitre; calamar mitrado,Photololigo chinensis,Cumi-cumi; inshore squid; mitre squid; calmar mitre; calamar mitrado; Photololigo chinensis; inshore squid; mitre squid; calmar mitre; calamar mitrado fish,50,LOW,Cumi-cumi,LAUT,NON HIAS,cumi-cumi
Buntal koper solo,reticulate boxfish,Ostracion solerensis,Buntal koper solo; reticulate boxfish; Ostracion solerensis,50,LOW,Buntal,LAUT,HIAS,
Buntal japanese,japanese pufferfish,Takifugu rubripes,Buntal japanese; japanese pufferfish; Takifugu rubripes,50,LOW,Buntal,"LAUT, PAYAU",NON HIAS,
Bulan-bulan,indo pasific tarpon,Megalops cyprinoides,Bulan-bulan; indo pasific tarpon; Megalops cyprinoides; indo pasific tarpon fish,50,LOW,Bulan-bulan,"LAUT, PAYAU, TAWAR",NON HIAS,haropas; ikan bulan (aceh)
Buaya sinyulong,false gharial,Tomistoma Schlegelii,Buaya sinyulong; false gharial; Tomistoma Schlegelii; false gharial fish,50,LOW,BUAY,TAWAR,,
Buaya irian,new guinea crocodile,Crocodylus Novaeguineae,Buaya irian; new guinea crocodile; Crocodylus Novaeguineae; new guinea crocodile fish,50,LOW,BUAY,TAWAR,,
Buarmata biru kuning,double whiptail,Pentapodus emeryii,Buarmata biru kuning; double whiptail; Pentapodus emeryii; double whiptail fish,50,LOW,Kurisi,LAUT,NON HIAS,jangki; kerisi
Brock's pipefish,brock's pipefish,Halicampus brocki,Brock's pipefish; brock's pipefish; Halicampus brocki,50,LOW,Pipefish,LAUT,NON HIAS,
Broad-banded pipefish,broad-banded pipefish,Dunckerocampus boylei,Broad-banded pipefish; broad-banded pipefish; Dunckerocampus boylei,50,LOW,Pipefish,LAUT,NON HIAS,
Briarium pipefish,briarium pipefish,Apterygocampus epinnulatus,Briarium pipefish; briarium pipefish; Apterygocampus epinnulatus,50,LOW,Pipefish,LAUT,NON HIAS,
Botia,clown loach,Chromobotia macracanthus,Botia; clown loach; Chromobotia macracanthus; clown loach fish,50,LOW,Botia,TAWAR,HIAS,botia; langli; kejubang
Buli hitam,snakehead cowry,Monetaria caputserpentis,Buli hitam; snakehead cowry; Monetaria caputserpentis; snakehead cowry fish,50,LOW,Siput,"LAUT, PAYAU, TAWAR",NON HIAS,
Botana striatus mata biru,twospot bristletooth,Ctenochaetus binotatus,Botana striatus mata biru; twospot bristletooth; Ctenochaetus binotatus; twospot bristletooth fish,50,LOW,Lodem,LAUT,HIAS,dodoh (bajo)
Botana bireun,ocean surgeon; barber surgeonfish,Acanthurus bahianus,Botana bireun; ocean surgeon; barber surgeonfish; Acanthurus bahianus,50,LOW,Rainbow,LAUT,NON HIAS,
Botana,finelined surgeonfish,Acanthurus grammoptilus,Botana; finelined surgeonfish; Acanthurus grammoptilus,50,LOW,Rainbow,LAUT,NON HIAS,botana culah
Bonito atlantic,atlantic bonito,Sarda sarda,Bonito atlantic; atlantic bonito; Sarda sarda; atlantic bonito fish,50,LOW,Tongkol,LAUT,NON HIAS,
Bondol,splendid ponyfish,Eublekeeria splendens,Bondol; splendid ponyfish; Eublekeeria splendens,50,LOW,Peperek,"LAUT, PAYAU",NON HIAS,peperek brondolan; dodok; gempar; bondol; peperek bondolan;
